省级行政区,人均综合用水量(m3),万元GDP用水量(m3),耕地灌溉亩均用水量(m3),农田灌溉水有效利用系数,人均生活用水量(L/d),万元工业增加值用水量(m3)
Province,PerCapita_Total_Use,Use_Per_10k_GDP,Irrigation_Per_Mu,Irrigation_Coeff,PerCapita_Living_Daily,Use_Per_10k_Industry_VA
