Crop,Optimal_Price,Baseline_Demand,Optimal_Demand,Water_Savings_Pct
Rice,0.3973875092791043,400,372.85223604497565,6.786940988756086
Wheat,0.20000000000000004,300,325.34153135930956,-8.447177119769853
Corn,0.2194243073606353,350,374.93162870649957,-7.123322487571304
Vegetables,1.0,500,328.06692162192087,34.38661567561583
Fruits,0.9999999999999999,600,370.6805103404472,38.2199149432588
