Year,Actual,Prediction,Error_Pct
2017,60.434,60.76442873067746,0.5467596562819954
2018,60.155,60.79868443761626,1.0700431179723353
2019,60.212,60.826517192380734,1.0205892386579603
2020,58.129,60.84337488475195,4.669570928025521
2021,59.202,60.84873506546771,2.781553098658338
